0,20615463,angularjs angularjs-directive
0,22308887,angularjs
0,22308616,angularjs requirejs
0,22546842,angularjs sass
0,22689366,javascript angularjs
1,21765938,python
1,21818918,android facebook video
1,22620347,python html css web-scraping beautifulsoup
1,22623859,python benchmarking
1,22623897,python alphabetical-sort
1,23353336,python dictionary
1,23862339,python
1,23862404,python python-2.7 download python-requests
1,24004502,android webview
1,24088223,python mongodb pymongo
1,14390908,android
1,11992478,android mobile webview
1,24499790,android protocols manifest intentfilter
1,24902248,java android xml nullpointerexception
2,19287727,c++
2,20114819,c++ iterator initialization
2,20436611,c++ c++14
2,20590733,c++ arrays loops for-loop
2,20645396,c++
2,20709896,c++ template-meta-programming typetraits c++14 enable-if
2,22082847,c++ c++11 lambda
2,22131313,c++ member auto forwarding c++14
2,22572285,c++ goto
2,22680848,c++ overloading operator-keyword
2,610245,c++ templates typename c++-faq dependent-name
2,24478897,c++ floating-point implicit-conversion implicit floating-accuracy
2,662918,c++ string concatenation
2,24543330,c++ c++11
2,24544093,c++
2,24545729,c++ c++11
2,24640114,c++
2,25012460,c++ arduino
2,25070101,c++
2,25194109,c++ string fstream
2,25194364,c++ c++11
2,25195176,c++ c++11 boost-mpl
2,874298,c++ templates
2,25224958,c++ pointers
2,25225331,c++
2,25237451,c++ char arduino
2,25251380,c++ templates c++11 numeric-limits
2,25335696,c++ exception return
2,25356469,c++ templates c++11 lambda
2,25521322,c++ c++11 stl
2,25836407,c++ arrays c++11
2,26052640,c++ c optimization nan constantfolding
2,26162586,c++ arrays
2,26207646,c++
2,26643741,c++ static-assert
2,26805502,c++ language-lawyer c++03 c++-standard-library
2,26902006,c++ standards-compliance
2,26910135,c++ c++03 std-bitset
2,26942642,c++ templates c++03 typechecking
2,26946761,c++ printf cout zero epsilon
2,26947037,c++ design-patterns c++11 static virtual-functions
2,26954715,c++
2,26977997,c++
2,27051835,c++ c++11 language-lawyer
2,28097419,c++ c++11
3,19661149,r
3,19666374,r posixct
3,19668391,r datetime subsampling
3,19777928,r
3,19786022,r date
3,19795078,r forms post
3,19841204,r histogram weight weighted
3,19850376,r plyr
3,19929075,r data.frame multiple-columns
3,20400038,r date data.frame row
3,20428862,r date
3,20450058,r statistics machine-learning octave
3,20662023,python machine-learning scikit-learn random-forest
3,20673103,r
3,20708455,python r numpy statistics
3,20727364,r
3,20726525,r tm
3,20746121,r ggplot2 cut
3,20920863,r list function
3,21317599,r table printf dataframes
3,21323538,r ubuntu amazon-web-services
3,21324531,r
3,21359696,r for-loop
3,21359904,r duplicates
3,21370145,r loops if-statement grep
3,21471329,r statistics distribution
3,21494548,r
3,21511512,r dataframes
3,21517183,r for-loop draw histogram
3,21519552,r plot contour boundary
3,21531083,r packages
3,21616688,r ggplot2 format scale legend
3,21619256,r matrix combinations
3,21631802,r
3,21641070,r subset
3,21680930,r
3,21718604,r plot histogram dataframes
3,21739512,r
3,21762195,r list arguments ellipsis variadic-functions
3,21765653,r apply dataframes mapply
3,21767468,r plyr
3,21805153,r data.frame subset
3,21805183,r plot curve best-fit-curve
3,21814517,r function dataframes
3,21817856,r ggplot2
3,21834370,r
3,21894602,r survey
3,21897501,r date formatting posixct
3,21963134,r summary tapply
3,21967254,r
3,21963505,r performance dataframes
3,21991130,r random-walk
3,22005180,r
3,22006854,r ggplot2 facet-wrap
3,22021988,r matrix
3,22039649,r data.table knitr
3,22066438,r
3,22066911,r leading-zero
3,22084721,r web-scraping text-mining
3,22084710,r plot ggplot2
3,22085487,python datetime time
3,22107025,r time-series
3,22108616,r xts
3,22128373,r shiny
3,22162193,r
3,22162282,r csv data.frame
3,22258739,r function rpart
3,22263208,r date order
3,22263354,r
3,22333704,r for-loop
3,22356311,r
3,22358174,python numpy pandas
3,22367021,regex r substring gsub
3,22415464,r
3,22417577,r
3,22442045,r histogram dataframes
3,22442467,r linear-regression
3,22442478,r plot heatmap
3,22445061,r reshape
3,22457712,r matrix
3,22462405,r data.table
3,22479020,string list haskell punctuation
3,22555778,r subset logical-operators
3,22560358,r indexing duplicates row panel
3,22565219,regex r character-class
3,22569919,r
3,22621015,python pandas
3,22667844,r
3,22840175,r matrix
3,23474729,r data.frame distance
3,23524781,regex r
3,24221455,r
3,24235919,r date posixlt
3,24247362,r
3,24247462,r sum match apply sumifs
3,24900439,r data.table
3,24902226,r ggplot2
3,24902737,r duplicates data.table
3,24914577,r boxplot
3,24914695,r count aggregate data.table
3,25493847,r timestamp substring
4,19130986,python go
4,19295742,ssh google-compute-engine
4,19670167,google-compute-engine
4,19785622,ip-geolocation google-compute-engine
4,20103294,google-compute-engine
4,20207499,python debian openerp google-compute-engine
4,20389387,google-compute-engine
4,20481129,python ios django google-compute-engine
4,20450997,apache firewall google-compute-engine
4,20498336,google-compute-engine gcutil
4,20565641,google-compute-engine
4,20580260,ssh cygwin google-compute-engine gcutil
4,20546763,java mapreduce google-compute-engine
4,20634206,svn google-compute-engine
4,20641150,google-compute-engine
4,20710355,google-compute-engine
4,20472683,google-compute-engine
4,20789989,google-compute-engine
4,20914137,google-compute-engine
4,20939411,freebsd google-compute-engine
4,21087580,debian couchbase google-compute-engine
4,21167528,python osx google-compute-engine google-cloud-platform
4,21166323,networking virtual-machine google-compute-engine
4,21194715,google-compute-engine
4,21284596,google-compute-engine
4,21324014,oauth-2.0 google-compute-engine
4,21448136,google-compute-engine
4,21523770,google-compute-engine
4,21633386,google-compute-engine
4,21736369,google-compute-engine
4,21863905,postgresql tomcat amazon-ec2 google-compute-engine xnat
4,21846900,dns instance google-compute-engine nameservers google-cloud-platform
4,21866906,linux ssh google-compute-engine
4,22028985,python google-app-engine google-cloud-storage
4,22381686,cloud google-compute-engine google-cloud-platform
4,22728821,webserver storage google-cloud-storage google-compute-engine
4,22875480,google-compute-engine
4,23170650,google-compute-engine google-cloud-platform
4,23179718,google-app-engine lua go
4,23183665,google-app-engine cgi google-cloud-storage
4,22806627,nginx cross-domain google-compute-engine
4,24066316,shell debian google-cloud-storage google-compute-engine
4,24468139,google-compute-engine
5,8295986,android android-layout resolution
5,2957172,android horizontal-scrolling
5,20177207,tooltip google-visualization stacked-area-chart
5,25713219,android animation android-animation hardware-acceleration facebook-messenger
5,18187972,design-patterns properties
5,24568143,javascript html graphics charts
6,20793568,concurrency go channel goroutine
6,20276907,ios deployment
6,22461295,methodology
6,22483958,python for-loop
6,22565544,go martini
6,22411449,ssl plist ipa ota ios7.1
6,22666163,ssl go
6,22999148,go redis session-cookies gorilla-toolkit
6,23064933,arrays go
6,23190311,map go
6,23190000,json tree go
6,23395129,linux unix networking go
6,26681841,caching concurrency go mutex race-condition
6,27977242,concurrency go
6,28030469,go
7,19369130,clojure
7,11695599,sugarcrm
7,19616740,clojure destructuring
7,19627982,mysql postgresql clojure clojureql
7,19632438,php sql spam-prevention
7,20565428,mysql where-clause
7,20671767,clojure enlive
7,21257386,clojure enlive
7,21256659,xml clojure musicxml
7,21376919,clojure
7,21573714,clojure
7,21645049,clojure
7,16782091,url clojure routes
7,21823002,web-services clojure push-notification clojurescript core.async
7,22061604,clojure clojurescript compojure functionality hiccup
7,22127023,math clojure geometry
7,22168195,clojure lighttable paredit
7,22425220,clojure lighttable
7,22603608,clojure core.async
7,22750463,parsing clojure peg
7,22863954,clojure
7,22884328,clojure clojurescript
7,22938518,clojure ring
7,22958817,mysql where
7,22989796,clojure
7,23226124,clojure
7,23352830,clojure jsoup ring
7,23402365,clojure
7,24294381,macros clojure
7,24303400,clojure lighttable nrepl
7,24732625,clojure
7,25492156,clojure clojure-contrib
7,27504659,loops clojure functional-programming lisp
8,19131618,git
8,19151824,activerecord yii
8,19174011,php postgresql
8,19149758,php yii yii-cmodel
8,19249725,php session
8,19315976,php mysql yii
8,19316395,php yii
8,19372926,php if-statement
8,19408467,php ajax jquery yii
8,20162068,php date strtotime
8,20431202,php session
8,20729967,php
8,22983113,git
8,24631863,javascript jquery ajax json wordpress
8,24681200,php apache symfony2
8,24681473,php mysql
8,24536777,php magento package magento-1.9
8,24737460,php mysql
8,24712183,php file-upload
8,22631026,php osx-mavericks libpng dyld
8,24787939,php mysql sql database
8,24833358,javascript php jquery ajax
8,24858341,javascript jquery
8,24891799,javascript jquery
8,24891684,javascript
8,24889961,php symfony2
8,24926243,php mysql sql
8,24926497,php mysql
8,25121053,symfony2
8,26457405,php get url-parameters
8,28495291,php
9,19182682,ruby-on-rails ruby elasticsearch tire
9,10853123,django django-admin
9,24795394,sql django amazon-redshift
9,25026034,django django-rest-framework
9,17666037,dropbox-api
9,26157788,django datetime django-queryset
9,21047384,python django django-rest-framework
9,22314242,python celery
10,19079191,php symfony2 doctrine2
10,19147337,symfony2 translation
10,19378583,symfony2 assetic
10,19408059,symfony2 orm doctrine extend entitymanager
10,19952331,sql symfony2 doctrine2 doctrine
10,20170689,symfony2 symfony-2.3 foscommentbundle
10,20305179,symfony2
10,20374073,php symfony2 doctrine
10,20373888,symfony2 doctrine2 cascade
10,20372909,php forms symfony2
10,20373333,symfony2 handlebars.js assetic
10,20380245,php api rest orm persistence
10,20405510,php mongodb symfony2 doctrine2 doctrine
10,19999486,symfony2 yaml config ezpublish
10,20439437,php symfony2 doctrine2
10,20445199,php symfony2
10,20682422,php symfony2 doctrine2
10,20743468,php symfony2 extends
10,20764602,symfony2
10,21156627,css symfony2 twitter-bootstrap-3
10,21226897,symfony2 functional-testing
10,21256433,php arrays algorithm sorting symfony2
10,21261084,symfony2 filesystems gaufrette
10,21001536,symfony2 symfony-forms
10,19703016,forms validation symfony2 symfony-forms symfony-2.3
10,21375797,php symfony2 constructor doctrine2
10,21827322,mysql symfony2 doctrine
10,22190865,php sql symfony2 doctrine2 arraycollection
10,21180522,symfony2 doctrine2 sql-order-by order dql
10,23064325,symfony2
10,23469213,php symfony2
10,23602968,php templates symfony2 twig ezpublish
10,23716969,json symfony2 fosrestbundle
10,24691806,php symfony2 reference frameworks
10,24898273,php arrays symfony2 twig
10,11392931,php symfony2 unit-of-work undefined-index memory-limit
10,19129644,javascript canvas
10,26179033,node.js symfony2 hash pbkdf2
10,6364854,javascript regex codemirror
10,26378235,symfony2 pdf
10,26248419,node.js mocking request
10,10579478,jquery android iphone jsonp
10,23963983,php performance symfony2 phar
10,27353130,node.js express mongoose mocha supertest
10,27352947,node.js
10,27418430,javascript
10,27770886,php html google-chrome symfony2 caching
10,28688615,javascript angularjs node.js mongodb meanjs
11,19361888,java memory allocation
11,19381352,java unit-testing junit junit4 junit3
11,19383477,java multithreading
11,19383488,java unit-testing junit
11,19397643,java exception
11,19397859,java eclipse
11,19420483,java spring java-ee
11,19421027,java multithreading
11,19421682,java multithreading concurrency
11,19423978,java arraylist
11,19425785,java string
11,19440076,java android reflection interface dalvik
11,19440360,java generics types
11,19440562,java uml
11,19440511,java
11,19462160,java int byte
11,19462275,java
11,19462307,java methods factory
11,19467209,multithreading algorithm concurrency critical-section
11,19494283,c# multithreading parallel-processing
11,19588606,java recursion
11,19589564,java exception exception-handling
11,19595710,java maven junit maven-3 junit4
11,19605148,java function if-statement methods
11,19689180,java
11,19925874,java arrays shallow-copy
11,19926196,java arrays list casting initialization
11,19927977,java exception annotations aspectj
11,19928898,java
11,19971691,java servlets
11,19972744,java equals
11,20014655,java methods method-overloading
11,20015012,java oop package
11,20046089,java
11,20046722,java memory-management jvm threadpool health-monitoring
11,20047713,java lambda closures java-8
11,442564,java synchronization
11,20090190,java unit-testing junit
11,20090742,java command-line static cmd arguments
11,20093210,java multithreading
11,20117074,java null nullpointerexception operators
11,20123471,java
11,20123973,java performance design
11,20139201,java eclipse
11,20139306,java class methods integer declare
11,20139404,java abstract-class java-8 default-method
11,20146851,java performance
11,20160007,java arrays methods
11,20210585,java multithreading synchronized
11,20210771,java extends
11,20211528,java multithreading
11,20211744,java arrays constructor 2d
11,20215864,java concurrency future
11,20216133,java
11,20218818,unit-testing maven junit sonarqube test-suite
11,20236242,java
11,20244554,java
11,20264227,java time-complexity
11,20265952,java
11,20280235,java sorting
11,20280552,java loops for-loop while-loop object-oriented-analysis
11,20282769,java assert assertions
11,20282972,java inheritance default protected
11,20298705,java
11,20322706,java jdbc
11,20330327,java generics map deep-copy
11,20330418,java arguments inner-classes
11,20471282,java design-patterns design singleton factory
11,20495414,java multithreading executorservice
11,20523736,java initialization field
11,20549165,java
11,20550644,java file directory
11,20654528,java junit
11,20655400,java inner-classes shadowing
11,20675544,java main
11,20679295,java exception-handling
11,20679373,java multithreading deadlock
11,20738642,java multithreading
11,20796046,java classloader
11,20796527,java classloader
11,20797051,java multithreading
11,20878280,java linked-list sum
11,20878710,java casting implicit-conversion
11,20878902,java android multithreading android-asynctask android-notifications
11,20880231,java garbage-collection jvm
11,20907772,java design-patterns
11,20915277,java garbage-collection linked-list
11,20915478,java string matcher
11,20915832,java android multithreading android-asynctask runnable
11,20947696,java sql oracle jdbc
11,20966538,java
11,20968433,java jvm jvm-arguments jvm-hotspot jvm-crash
11,20969211,java collections hashmap
11,20970716,java classloader
11,20988244,java windows-7-x64
11,20988736,java eclipse maven
11,20989644,java java-ee
11,20991918,java exception-handling
11,20997450,java
11,20997592,java eclipse
11,20998371,java multithreading swing
11,21014305,java multithreading
11,21015318,java list collections merge
11,21019656,java android multithreading
11,21022462,java
11,21024164,java design
11,21025393,java android database bigdata data-type-conversion
11,21218948,java reference
11,21219131,java swing
11,21231251,java generics
11,21234122,java unit-testing
11,21236398,java eclipse
11,21250973,java equality
11,21251134,java findbugs java.util.concurrent concurrenthashmap
11,21251392,java javascript rhino
11,21254264,java servlets collections concurrency shopping-cart
11,21254985,java android
11,21257089,java oop architecture factory-pattern code-design
11,21260072,java string
11,21261077,java oop design-patterns
11,21276225,java multithreading
11,21276914,java generics
11,21327500,java interface marker-interfaces
11,21327728,java swing file-io actionlistener deleting
11,21375659,java string immutability
11,21378646,java mutable
11,21401504,java unit-testing junit
11,21458749,java exception nullpointerexception illegalargumentexception
11,21459667,java design singleton
11,21476851,java logging log4j slf4j
11,21511973,java generics methods
11,21527894,java generics
11,21559814,java multithreading
11,21571320,java tomcat
11,21571479,java performance object interface encapsulation
11,21574696,java generics arraylist wildcard
11,21575508,java eclipse
11,21598744,java object types casting
11,21621803,java concurrenthashmap
11,21624156,java
11,21730349,java
11,21746833,java android sockets
11,21769026,java multithreading synchronization
11,21769276,java eclipse
11,21769552,java arrays stackoverflow bubble-sort
11,21773555,java generics
11,21769224,java mysql jdbc
11,21773926,java json iterator hashmap
11,21964575,java types arraylist
11,22007400,java design-patterns
11,22008018,c# design-patterns enums
11,23005929,java android multithreading static thread-safety
11,24378375,java class oop inheritance
11,24502419,java design-patterns
12,19351580,sql ruby-on-rails sqlite
12,20182598,ruby-on-rails ruby-on-rails-4 omniauth
12,20182381,ruby-on-rails file routes asset-pipeline
12,20181960,ruby-on-rails ruby-on-rails-4
12,23327487,ruby-on-rails amazon-web-services amazon-s3 carrierwave
12,27007145,.htaccess joomla compression gzip
12,27700002,ruby docker fig
13,949034,php mysql optimization
13,15926195,performance jena xerces
13,24048610,tar docker
13,20013731,ubuntu docker
13,20545554,ubuntu cron ubuntu-12.04 docker
13,25139798,git cron git-commit
13,28233917,logrotate
14,19021992,pysimplesoap
14,5790784,django forms model signals
14,21898043,django django-rest-framework
14,16067172,python css email
14,26263098,django django-rest-framework
14,25921021,django routes django-rest-framework detailview
14,25899534,django-rest-framework
15,19318912,javascript html css angularjs
15,19319114,soundcloud
15,19421129,angularjs
15,19421340,javascript css twitter-bootstrap twitter-bootstrap-3 glyphicons
15,19423060,jquery if-statement
15,19425082,html forms angularjs
15,19425627,php domdocument
15,19467478,javascript jquery ajax
15,19476032,angularjs source-code
15,19488952,php search
15,19488937,javascript jquery ajax
15,19491879,angularjs
15,19492289,jquery
15,19492336,jquery html css css3
15,19493724,php forms session
15,19494358,php
15,19495661,php
15,19495741,ajax jquery
15,19495858,html css css3 reference
15,19496325,php string
15,19512403,php variables foreach
15,19512572,javascript jquery angularjs
15,19512884,angularjs angularjs-directive
15,19512988,google-chrome
15,19514861,php
15,19514993,javascript html web
15,19515163,php html
15,19515723,javascript php
15,19518775,php arrays session
15,19519090,php jquery forms
15,19519260,php codeigniter
15,19521495,java javascript jquery html html5
15,19522514,regex apache .htaccess
15,19535490,javascript php jquery html cakephp-2.0
15,19535553,php regex match
15,19536014,javascript php angularjs
15,19541143,php ajax json
15,19541244,php image fpdf
15,19541601,jquery
15,19549140,javascript php
15,19549184,angularjs
15,19560717,angularjs
15,19562206,html css angularjs
15,19563159,css angularjs
15,19564967,javascript php html
15,19565856,javascript jquery
15,19566022,jquery iframe
15,19566625,javascript
15,19569209,javascript regex string
15,19570005,jquery
15,19571335,javascript angularjs angular-services
15,19584880,javascript performance http
15,19585609,jquery
15,19589503,ruby-on-rails ruby
15,19589881,angularjs
15,19609050,javascript jquery html css
15,19633307,jquery
15,19633373,jquery
15,19633711,javascript jquery html css
15,19948327,javascript html angularjs cordova output
15,20051832,css css3 animation
15,20677155,javascript php html
15,20677558,javascript jquery regex tags meta
15,20969170,javascript jquery html css
15,21022884,mongodb
15,21076080,javascript button onclick onsubmit
15,21365251,linux download wget
15,21576230,javascript jquery html5 css3 canvas
15,25858981,javascript internet-explorer
15,27358759,node.js performance mongodb npm
16,19333589,objective-c xcode debugging
16,19514450,ios objective-c key-value-observing
16,19841611,objective-c nsstring
16,20664586,objective-c getter-setter
16,22022135,objective-c core-graphics immutability cgpoint
16,22111412,iphone
16,22268224,ios objective-c oop
16,23404642,objective-c
16,23596977,objective-c objective-c-blocks
16,23616464,ios objective-c cocoa osx-mavericks
16,25476927,objective-c inheritance super
16,26144183,ios ios-simulator call
16,26278457,ios iphone ios7 ios8 health-kit
16,27814678,ios objective-c xcode uiwebview
16,28453721,ios objective-c hook jailbreak cydia-substrate
16,28497973,ios objective-c mapkit
16,28500124,ios objective-c
16,28530968,ios objective-c
17,19115515,php html symfony2 twig
17,19131618,git
17,19449740,php symfony2 doctrine2
17,19451469,forms datetime symfony2
17,19466179,php validation symfony2 doctrine2
17,19609624,symfony2 doctrine2
17,16355624,forms testing symfony2 phpunit
17,19701797,php regex validation symfony2
17,19710096,php symfony2 twig
17,19766060,forms symfony2 doctrine2 choice
17,19816061,forms symfony2 symfony-2.3
17,19890473,symfony2 doctrine
17,19903315,php mongodb symfony2 fixtures
17,19949103,javascript php symfony2 twig assetic
17,20053044,forms symfony2 field
17,20068429,php symfony2 routing routes
17,20076692,php symfony2 user access-token security-context
17,20148477,php symfony2
17,20213010,symfony2 doctrine2
17,20282406,php apache .htaccess symfony2 configuration
17,20291967,symfony2 twig
17,20331712,php validation symfony2 latex mime-types
17,20546191,html symfony2 formbuilder
17,20548666,api symfony2
17,20609763,php mysql symfony2 doctrine2
17,20614678,symfony2 dependency-injection
17,20661670,forms symfony2 twig
17,20811424,php symfony2 service dependencies constraints
17,20818194,forms symfony2 dependencies constraints
17,20837080,git git-merge git-cherry-pick
17,20841446,php symfony2
17,20883695,git
17,20885136,git github bitbucket
17,20920566,php symfony2 datetime fosuserbundle
17,20932362,php forms symfony2
17,20934641,php symfony2 parameters routes twig
17,20942862,php validation symfony2
17,20954196,symfony2 doctrine2
17,20973690,php symfony2 orm
17,20984816,symfony2
17,20985189,symfony2 twig
17,21113197,arrays symfony2 twig
17,21138965,php symfony2 testing mocking phpunit
17,21140196,php symfony2 crud
17,21232498,php forms symfony2 field
17,21556104,forms validation symfony2
17,21591126,symfony2 doctrine twig
17,21591766,symfony2 twig
17,21677836,security symfony2 yaml
17,21730863,mysql symfony2 deploying
17,21757875,symfony2 orm doctrine2 mapping
17,21758464,web-services symfony2 service symfony2.4
17,21830640,symfony2 twig
17,21832314,php symfony2 doctrine2
17,21832385,symfony2 doctrine2
17,21849909,php class symfony2 service
17,21909426,php validation symfony2
17,22016562,php symfony2 twig
17,22063982,php symfony2 internationalization xliff
17,22226424,php unit-testing symfony2 testing phpunit
17,22297563,symfony2 fosrestbundle
17,22320805,validation symfony2 internationalization translation
17,22391585,php symfony2 fosuserbundle
17,22465903,php symfony2 parameters twig
17,22563287,php symfony2 centos lamp
17,23263500,api rest symfony2
17,23507505,symfony2 controller doctrine
17,23537040,symfony2
17,23548354,validation symfony2
17,25783094,symfony2 doctrine2
17,25810738,sql symfony2 doctrine2 constraints unique-constraint
17,25820045,php symfony2
17,26503788,php symfony2 jms
17,26617599,php symfony2 event-handling hook
17,26630584,symfony2 dependency-injection
17,26641124,php symfony2 doctrine2
17,26649737,symfony2 twig
17,26679524,php symfony2 dependency-injection inversion-of-control symfony-2.5
17,26718249,symfony2
17,26781014,php symfony2 service customvalidator
17,27201790,symfony2 routes
17,27603841,symfony2 doctrine entity relationships
18,1521267,objective-c protocols category
18,17721724,ios objective-c
18,7634394,objective-c ios protocols
18,8161737,objective-c switch-statement
18,19622106,objective-c
18,2036148,cocoa webkit webview web-inspector
18,9805381,objective-c ios syntax if-statement
18,21096206,objective-c c nsstring
18,13511502,objective-c ios objective-c-blocks
18,14968454,objective-c xcode alias autocorrect
18,21357343,ios iphone objective-c uibezierpath
18,21365811,git shell version-control grep repository
18,112643,objective-c cocoa dynamic
18,11478038,objective-c properties ivar
18,2478984,iphone objective-c
18,2312057,objective-c
18,749027,xcode osx include
18,439662,objective-c import include
18,17198345,objective-c
18,3216426,xcode tabs indentation
18,23440600,objective-c class nsobject metaclass subscript
18,4974668,unicode symbols
18,4676459,bash unix
18,4926114,xcode linker settings
18,7275380,objective-c string cocoa-touch cocoa nsstring
18,13903391,objective-c encoding types objective-c-runtime
18,19673419,ios unit-testing xcodebuild xctest
18,24004776,osx cocoa swift
18,2053029,c++ c objective-c gcc compiler-construction
18,14440344,iphone ios xcode block
18,18486209,ios xcode objective-c-blocks
18,20205162,osx ssh jenkins code-signing
18,13163358,textmate
18,775233,bonjour zeroconf mdns
18,28577692,xcode swift
19,19110438,node.js express
19,19105632,node.js mongodb express
19,19150606,php html
19,19231741,javascript jquery html
19,19231964,javascript jquery
19,19261507,node.js
19,19303764,javascript node.js
19,19341309,javascript html
19,19441228,mongodb
19,19509139,jquery ajax
19,19509205,php echo
19,19722355,node.js express
19,19762425,javascript node.js backbone.js data-visualization
19,19829573,javascript jquery
19,19874335,javascript jquery input live onkeyup
19,19876435,javascript node.js mongodb express jade
19,19882719,php mysql xml
19,19883228,javascript php jquery mysql innerhtml
19,19883404,javascript jquery html css siblings
19,19883694,javascript php html
19,19920811,php string
19,19923924,database data google-analytics analytics
19,20076911,javascript html function
19,20112243,javascript jquery ajax arrays get
19,20112762,javascript html ajax node.js
19,20113144,javascript jquery html
19,20113963,javascript ajax node.js express
19,20137196,javascript jquery null
19,20321291,javascript jquery ajax node.js mongodb
19,20511475,javascript
19,20512916,css testing browser cross-browser
19,20538274,node.js mongodb
19,20673472,php file-upload
19,20673527,javascript for-in-loop
19,20673596,php mysql ajax
19,20563972,php rpc storm
19,21423212,javascript jade
19,21542595,jquery json
19,21669625,javascript string node.js
19,21773302,php mysql database mysqli
19,21844263,jquery
19,21896379,javascript jquery angularjs
19,22164548,php mysql
19,22422178,mongodb date
19,22652349,jquery html attr
19,22656856,javascript arrays floating-point increment
19,22657162,javascript php jquery mysql node.js
19,22678307,javascript jquery html mousewheel jquery-waypoints
19,22678346,javascript jquery url
19,22678469,javascript
19,22680365,javascript closures
19,22680823,php mysql ajax
19,22778431,jquery json object
19,22780120,javascript jquery rounding
19,22860700,php arrays
19,22884747,javascript jquery html jquery-mobile
19,22930151,javascript php html css
19,22957501,javascript loops delay
19,23003550,javascript jquery asynchronous
19,23292665,javascript
19,23465930,jquery
19,23465924,javascript jquery regex
19,23491477,php memcached
19,24114289,jquery node.js
19,24487130,php arrays
19,24488083,jquery
19,24488972,javascript
19,24489484,node.js
19,24491771,php wordpress
19,24507468,javascript jquery ajax
19,24507988,jquery
19,24885193,javascript php html ajax
19,24885939,jquery
19,24930372,javascript jquery
19,24931129,javascript html arrays paragraph
19,24931554,javascript jquery
19,25485238,jquery
19,25717226,javascript php jquery
19,25781830,php
19,25782338,javascript jquery method-chaining
19,25786887,php arrays json
19,25802688,javascript rafaeljs
19,25842076,php mysql mysqli
19,25862322,php json
19,25864607,javascript jquery html
19,25865525,javascript jquery ajax symfony2
19,25866930,javascript json tokenize
19,25873308,javascript node.js express url-routing node-modules
19,25881886,php arrays associative-array
19,25903779,javascript jquery
19,25906987,javascript php jquery mysql ajax
19,25908085,php arrays
19,25911642,php
19,25913559,jquery
19,25927409,javascript json node.js
19,25928385,javascript jquery
19,25928762,javascript jquery
19,25929520,php mysql sql search
19,25930690,php
19,25931689,javascript
19,25934527,jquery ajax json
19,25944705,javascript php jquery ajax
19,25956745,javascript jquery
19,25957331,php css
19,25958172,javascript jquery html
19,25966326,jquery ajax
19,25970814,javascript jquery html
19,25971788,jquery tags
19,25986873,javascript jquery data
19,25988934,node.js
19,25989713,javascript
19,25991156,php html
19,25994328,php mysql variables undefined
19,25995639,javascript jquery html html5
19,26001494,jquery html arrays
19,26008056,javascript jquery attr required prop
19,26008108,javascript arrays function
19,26009264,javascript jquery if-statement
19,26009482,javascript php html
19,26009718,javascript node.js mongodb function
19,26011391,javascript arrays
19,26011589,javascript php html
19,26013218,php mysql
19,26013775,php mysql
19,26014760,javascript json date
19,26015368,javascript jquery arrays
19,26015747,javascript node.js const var ecmascript-6
19,26017193,javascript jquery html
19,26031298,jquery ajax json
19,26032126,javascript jquery jquery-animate delay
19,26033515,php laravel laravel-4 laravel-routing laravel-5
19,26033839,php laravel
19,26051487,jquery
19,26052530,javascript php
19,26053096,javascript php redirect exit
19,26053837,javascript php jquery ajax
19,26059020,php json
19,26059237,php
19,26060404,jquery
19,26066435,node.js if-statement jade each
19,26066870,javascript jquery json
19,26071476,jquery json codeigniter
19,26081826,php laravel-4
19,26082005,javascript php mysql
19,26083759,ajax json
19,26113653,php
19,26116763,javascript jquery
19,26117192,php sscanf
19,26133894,node.js raspberry-pi sequelize.js
19,26134327,javascript
19,26138805,javascript jquery html forms
19,26140244,php
19,26140321,javascript validation if-statement
19,26141246,javascript
19,26146581,php
19,26164837,javascript node.js express passport.js
19,26166601,javascript jquery
19,26166835,php html input
19,26174628,mongodb mongodb-query
19,26178818,javascript php jquery html
19,26184925,javascript regex json
19,26189199,javascript html dom
19,26189506,php
19,26189857,node.js
19,26191873,php mysql arrays associative
19,26192150,javascript data-type-conversion
19,26192444,node.js jade
19,26192889,php arrays associative-array
19,26199762,php
19,26200059,php arrays associative-array
19,26200894,php forms variables include
